historical_finding_id,source_file,inspection_type,site_name,site_address,equipment_class,inspection_date,section,severity_category,finding_number,area,finding_text,finding_text_clean,correction,reference_raw,reference_type,reference_normalized,standard_code,clause_number,law_code,law_section,retrieval_text
HF-00575,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,5,Nousujohtokaavio,"Kaavion lukeminen ei ole yksiselitteistä, koska kaaviossa pääkatkaisijoiden piirrosmerkkeinä käytetty vääriä tunnuksia/merkintöjä. [Vna 1434/2016 liitteen kohta 21]","Kaavion lukeminen ei ole yksiselitteistä, koska kaaviossa pääkatkaisijoiden piirrosmerkkeinä käytetty vääriä tunnuksia/merkintöjä.",,Vna 1434/2016 liitteen kohta 21,unparsed,Vna 1434/2016 liitteen kohta 21,,,,,"määräaikainen | Finavia OYj | Nousujohtokaavio | Kaavion lukeminen ei ole yksiselitteistä, koska kaaviossa pääkatkaisijoiden piirrosmerkkeinä käytetty vääriä tunnuksia/merkintöjä. | Vna 1434/2016 liitteen kohta 21 | kat_2_turvallisuutta_vahentava"
HF-00576,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,6,Maadoituskaavio,"6kV muuntamoille ei ole rakennettu maadoituselektrodia. Keskijännite maasulkuvian henkilöturvallisuus perustuu pieneen maadoitusvastukseen, joka voidaan saavuttaa hyvällä kontaktilla maahan. Kosketusjännitetarkastelu Utp ei tiettävästi ole tehty tai siitä ei löytynyt viitteitä tarkastukselta. Maadoituselektrodi pitää olla myös jokaisella PEN liittymällä. [SFS 6000.411.4.2; SFS 6001 liite NA.O.1; SFS 6001 liite NA.13; SFS 6001 liite NA11.1.3; A1-1966 § 43 ja SFS 6001-10.5].","6kV muuntamoille ei ole rakennettu maadoituselektrodia. Keskijännite maasulkuvian henkilöturvallisuus perustuu pieneen maadoitusvastukseen, joka voidaan saavuttaa hyvällä kontaktilla maahan. Kosketusjännitetarkastelu Utp ei tiettävästi ole tehty tai siitä ei löytynyt viitteitä tarkastukselta. Maadoituselektrodi pitää olla myös jokaisella PEN liittymällä. .",,SFS 6000.411.4.2; SFS 6001 liite NA.O.1; SFS 6001 liite NA.13; SFS 6001 liite NA11.1.3; A1-1966 § 43 ja SFS 6001-10.5,unparsed,SFS 6000.411.4.2; SFS 6001 liite NA.O.1; SFS 6001 liite NA.13; SFS 6001 liite NA11.1.3; A1-1966 § 43 ja SFS 6001-10.5,,,,,"määräaikainen | Finavia OYj | Maadoituskaavio | 6kV muuntamoille ei ole rakennettu maadoituselektrodia. Keskijännite maasulkuvian henkilöturvallisuus perustuu pieneen maadoitusvastukseen, joka voidaan saavuttaa hyvällä kontaktilla maahan. Kosketusjännitetarkastelu Utp ei tiettävästi ole tehty tai siitä ei löytynyt viitteitä tarkastukselta. Maadoituselektrodi pitää olla myös jokaisella PEN liittymällä. . | SFS 6000.411.4.2; SFS 6001 liite NA.O.1; SFS 6001 liite NA.13; SFS 6001 liite NA11.1.3; A1-1966 § 43 ja SFS 6001-10.5 | kat_2_turvallisuutta_vahentava"
HF-00577,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,7,Tekniikan halli,"Sähköauton latauspiste rakennettu jatkojohdolla kiinteäksi asennukseksi. Kaapeliläpivienti hallin sisälle latauspisteen luona epäasiallinen, terävä peltireuna makaa kaapelia vasten. [SFS 6000.527.2]","Sähköauton latauspiste rakennettu jatkojohdolla kiinteäksi asennukseksi. Kaapeliläpivienti hallin sisälle latauspisteen luona epäasiallinen, terävä peltireuna makaa kaapelia vasten.",,SFS 6000.527.2,standard_clause,SFS 6000 kohta 527.2,SFS 6000,527.2,,,"määräaikainen | Finavia OYj | Tekniikan halli | Sähköauton latauspiste rakennettu jatkojohdolla kiinteäksi asennukseksi. Kaapeliläpivienti hallin sisälle latauspisteen luona epäasiallinen, terävä peltireuna makaa kaapelia vasten. | SFS 6000 kohta 527.2 | kat_2_turvallisuutta_vahentava"
HF-00578,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,8,Tekniikan halli,JK 18 sähkökeskuksen edessä tavaraa. Hoitotilaa ei ole. [SFS 6000.729.513],JK 18 sähkökeskuksen edessä tavaraa. Hoitotilaa ei ole.,,SFS 6000.729.513,standard_clause,SFS 6000 kohta 729.513,SFS 6000,729.513,,,määräaikainen | Finavia OYj | Tekniikan halli | JK 18 sähkökeskuksen edessä tavaraa. Hoitotilaa ei ole. | SFS 6000 kohta 729.513 | kat_2_turvallisuutta_vahentava
HF-00579,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,9,Tekniikan halli,JK 18 rasialiittimiä käytetty johtojen haaroittamiseen keskuksen sisällä. [SFS 640:2016 kohta I8.6.3 sivu 46],JK 18 rasialiittimiä käytetty johtojen haaroittamiseen keskuksen sisällä.,,SFS 640:2016 kohta I8.6.3 sivu 46,unparsed,SFS 640:2016 kohta I8.6.3 sivu 46,,,,,määräaikainen | Finavia OYj | Tekniikan halli | JK 18 rasialiittimiä käytetty johtojen haaroittamiseen keskuksen sisällä. | SFS 640:2016 kohta I8.6.3 sivu 46 | kat_2_turvallisuutta_vahentava
HF-00580,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,10,Tekniikan halli,JK 18 sähkökeskuksen nokkakytkimen päällä merkkivalon aukko peittämättä. Kosketussuojaus puutteellinen. [SFS 6000 Liite 41A],JK 18 sähkökeskuksen nokkakytkimen päällä merkkivalon aukko peittämättä. Kosketussuojaus puutteellinen.,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Finavia OYj | Tekniikan halli | JK 18 sähkökeskuksen nokkakytkimen päällä merkkivalon aukko peittämättä. Kosketussuojaus puutteellinen. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00581,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,11,Tekniikan halli,JK 18 käyttöpiirustukset puuttuvat kohteelta. [Vna 1434/2016 liitteen kohta 21],JK 18 käyttöpiirustukset puuttuvat kohteelta.,,Vna 1434/2016 liitteen kohta 21,unparsed,Vna 1434/2016 liitteen kohta 21,,,,,määräaikainen | Finavia OYj | Tekniikan halli | JK 18 käyttöpiirustukset puuttuvat kohteelta. | Vna 1434/2016 liitteen kohta 21 | kat_2_turvallisuutta_vahentava
HF-00582,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,12,KT 027,keskuksen päällä päättämätön MCMO kaapeli [SFS 6000 Liite 41A].,keskuksen päällä päättämätön MCMO kaapeli .,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Finavia OYj | KT 027 | keskuksen päällä päättämätön MCMO kaapeli . | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00583,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,13,Pääkeskushuone,PK1 pääkeskuksen kenno 07 ryhmä 701 kiskon tukieristin rikki. Pultti näyttäisi roikkuvan irrallaan. Tippuessaan aiheuttaa valokaarivaaran.,PK1 pääkeskuksen kenno 07 ryhmä 701 kiskon tukieristin rikki. Pultti näyttäisi roikkuvan irrallaan. Tippuessaan aiheuttaa valokaarivaaran.,,,,,,,,,määräaikainen | Finavia OYj | Pääkeskushuone | PK1 pääkeskuksen kenno 07 ryhmä 701 kiskon tukieristin rikki. Pultti näyttäisi roikkuvan irrallaan. Tippuessaan aiheuttaa valokaarivaaran. |  | kat_2_turvallisuutta_vahentava
HF-00584,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,14,Pääkeskushuone,Pääkeskuksessa N-PE yhdistyksiä useissa kohdissa. Saa olla TN-S järjestelmässä vain yhdessä pisteessä. [SFS 6000.312.2.1],Pääkeskuksessa N-PE yhdistyksiä useissa kohdissa. Saa olla TN-S järjestelmässä vain yhdessä pisteessä.,,SFS 6000.312.2.1,standard_clause,SFS 6000 kohta 312.2.1,SFS 6000,312.2.1,,,määräaikainen | Finavia OYj | Pääkeskushuone | Pääkeskuksessa N-PE yhdistyksiä useissa kohdissa. Saa olla TN-S järjestelmässä vain yhdessä pisteessä. | SFS 6000 kohta 312.2.1 | kat_2_turvallisuutta_vahentava
HF-00585,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,15,Pääkeskushuone,PK1V kenno 05 ryhmä 503 kompaktikatkaisijan väänninosa rikki.,PK1V kenno 05 ryhmä 503 kompaktikatkaisijan väänninosa rikki.,,,,,,,,,määräaikainen | Finavia OYj | Pääkeskushuone | PK1V kenno 05 ryhmä 503 kompaktikatkaisijan väänninosa rikki. |  | kat_2_turvallisuutta_vahentava
HF-00586,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,16,Pääkeskushuone,PK1V kennojen 04 – 05 välisessä kaapelikuilussa päättämätön/purkamaton kaapeli. [SFS 6000 Liite 41A],PK1V kennojen 04 – 05 välisessä kaapelikuilussa päättämätön/purkamaton kaapeli.,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Finavia OYj | Pääkeskushuone | PK1V kennojen 04 – 05 välisessä kaapelikuilussa päättämätön/purkamaton kaapeli. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00587,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,17,Pääkeskushuone,MEB kiskossa 4kpl kaapelikenkiä saman pultin alla.,MEB kiskossa 4kpl kaapelikenkiä saman pultin alla.,,,,,,,,,määräaikainen | Finavia OYj | Pääkeskushuone | MEB kiskossa 4kpl kaapelikenkiä saman pultin alla. |  | kat_2_turvallisuutta_vahentava
HF-00588,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,18,Pääkeskushuone,Kompensointiparistoa ei ole huollettu. Ei löydy myöskään huolto- ja kunnossapitosuunnitelmasta. Huoltamaton kompensointilaite aiheuttaa palovaaraa. [Sähköturvallisuuslaki 1135/2016; 48 §],Kompensointiparistoa ei ole huollettu. Ei löydy myöskään huolto- ja kunnossapitosuunnitelmasta. Huoltamaton kompensointilaite aiheuttaa palovaaraa.,,Sähköturvallisuuslaki 1135/2016; 48 §,law_section,Sähköturvallisuuslaki 1135/2016 48§,,,Sähköturvallisuuslaki 1135/2016,48§,määräaikainen | Finavia OYj | Pääkeskushuone | Kompensointiparistoa ei ole huollettu. Ei löydy myöskään huolto- ja kunnossapitosuunnitelmasta. Huoltamaton kompensointilaite aiheuttaa palovaaraa. | Sähköturvallisuuslaki 1135/2016 48§ | kat_2_turvallisuutta_vahentava
HF-00589,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,19,Varavoimakone H.,Päiväsäiliön ja varastosäiliön pinnanmittausantureiden ATEX-luokat ei vastaa räjähdyssuojaus-asiakirjassa ilmoitettua tilaluokitusta.,Päiväsäiliön ja varastosäiliön pinnanmittausantureiden ATEX-luokat ei vastaa räjähdyssuojaus-asiakirjassa ilmoitettua tilaluokitusta.,,,,,,,,,määräaikainen | Finavia OYj | Varavoimakone H. | Päiväsäiliön ja varastosäiliön pinnanmittausantureiden ATEX-luokat ei vastaa räjähdyssuojaus-asiakirjassa ilmoitettua tilaluokitusta. |  | kat_2_turvallisuutta_vahentava
HF-00590,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,18,Varavoimakone H.,Varastosäiliön vuotoallas maadoittamatta [SFS 60079-14.6.4].,Varastosäiliön vuotoallas maadoittamatta .,,SFS 60079-14.6.4,standard_clause,SFS 60079-14 kohta 6.4,SFS 60079-14,6.4,,,määräaikainen | Finavia OYj | Varavoimakone H. | Varastosäiliön vuotoallas maadoittamatta . | SFS 60079-14 kohta 6.4 | kat_2_turvallisuutta_vahentava
HF-00591,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,19,Varavoimakone H.,Varavoimakoneen katkaisijakennossa N-PE yhdistys. Yhdistys löytyy myös pääkeskuksesta. Se saa olla vain yhdessä kohdassa. [SFS 6000.312.2.1],Varavoimakoneen katkaisijakennossa N-PE yhdistys. Yhdistys löytyy myös pääkeskuksesta. Se saa olla vain yhdessä kohdassa.,,SFS 6000.312.2.1,standard_clause,SFS 6000 kohta 312.2.1,SFS 6000,312.2.1,,,määräaikainen | Finavia OYj | Varavoimakone H. | Varavoimakoneen katkaisijakennossa N-PE yhdistys. Yhdistys löytyy myös pääkeskuksesta. Se saa olla vain yhdessä kohdassa. | SFS 6000 kohta 312.2.1 | kat_2_turvallisuutta_vahentava
HF-00592,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,20,MA1 muuntamo,6kV jännitteenkoetin vuodelta 1985. Niille tulee tehdä määräaikaistestaus 6-vuosen välein. Ilmeisesti sitä ei ole tehty koskaan. Tulisi löytyä huolto- ja kunnossapitosuunnitelmasta. [SFS-EN 61243-1],6kV jännitteenkoetin vuodelta 1985. Niille tulee tehdä määräaikaistestaus 6-vuosen välein. Ilmeisesti sitä ei ole tehty koskaan. Tulisi löytyä huolto- ja kunnossapitosuunnitelmasta.,,SFS-EN 61243-1,standard_document,SFS-EN 61243-1,SFS-EN 61243-1,,,,määräaikainen | Finavia OYj | MA1 muuntamo | 6kV jännitteenkoetin vuodelta 1985. Niille tulee tehdä määräaikaistestaus 6-vuosen välein. Ilmeisesti sitä ei ole tehty koskaan. Tulisi löytyä huolto- ja kunnossapitosuunnitelmasta. | SFS-EN 61243-1 | kat_2_turvallisuutta_vahentava
HF-00593,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,21,MA1 muuntamo,Työmaadoitusvälineessä eristevaurio. Työmaadoitusvälineiden tarkastus tulisi sisältyä huolto- ja kunnossapitosuunnitelmaan. [SFS-EN 61230],Työmaadoitusvälineessä eristevaurio. Työmaadoitusvälineiden tarkastus tulisi sisältyä huolto- ja kunnossapitosuunnitelmaan.,,SFS-EN 61230,standard_document,SFS-EN 61230,SFS-EN 61230,,,,määräaikainen | Finavia OYj | MA1 muuntamo | Työmaadoitusvälineessä eristevaurio. Työmaadoitusvälineiden tarkastus tulisi sisältyä huolto- ja kunnossapitosuunnitelmaan. | SFS-EN 61230 | kat_2_turvallisuutta_vahentava
HF-00594,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,22,MA1 muuntamo,Muuntaja vuotaa öljyä.,Muuntaja vuotaa öljyä.,,,,,,,,,määräaikainen | Finavia OYj | MA1 muuntamo | Muuntaja vuotaa öljyä. |  | kat_2_turvallisuutta_vahentava
HF-00595,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,23,MA1 muuntamo,6kV kaapeleiden kaapelipäätteissä vaurioita. Päätteen eriste on repeytynyt auki.,6kV kaapeleiden kaapelipäätteissä vaurioita. Päätteen eriste on repeytynyt auki.,,,,,,,,,määräaikainen | Finavia OYj | MA1 muuntamo | 6kV kaapeleiden kaapelipäätteissä vaurioita. Päätteen eriste on repeytynyt auki. |  | kat_2_turvallisuutta_vahentava
HF-00596,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,24,MA1 muuntamo,Ratavalo-ohjaus TWR-KPTO peruseristeiset johdot kosketeltavissa ja kansi on ilman työkalua/avainta avattavissa. Kaapissa työskentelee ei sähköalan henkilöitä jolloin eristetaso ei riittävä. [SFS 6000 Liite 41A],Ratavalo-ohjaus TWR-KPTO peruseristeiset johdot kosketeltavissa ja kansi on ilman työkalua/avainta avattavissa. Kaapissa työskentelee ei sähköalan henkilöitä jolloin eristetaso ei riittävä.,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Finavia OYj | MA1 muuntamo | Ratavalo-ohjaus TWR-KPTO peruseristeiset johdot kosketeltavissa ja kansi on ilman työkalua/avainta avattavissa. Kaapissa työskentelee ei sähköalan henkilöitä jolloin eristetaso ei riittävä. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00597,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,25,MA2 (MA16) muuntamo,N-PE yhdistys on muuntajan navalla. Pääkeskus ja rakennus uusittu 2019 vuonna. Muuntajan navalla ei saa olla N-PE yhdistystä. Se pitää olla pääkeskuksessa. [SFS-6000 Liite 1A],N-PE yhdistys on muuntajan navalla. Pääkeskus ja rakennus uusittu 2019 vuonna. Muuntajan navalla ei saa olla N-PE yhdistystä. Se pitää olla pääkeskuksessa.,,SFS-6000 Liite 1A,standard_clause,SFS 6000 kohta Liite 1A,SFS 6000,Liite 1A,,,määräaikainen | Finavia OYj | MA2 (MA16) muuntamo | N-PE yhdistys on muuntajan navalla. Pääkeskus ja rakennus uusittu 2019 vuonna. Muuntajan navalla ei saa olla N-PE yhdistystä. Se pitää olla pääkeskuksessa. | SFS 6000 kohta Liite 1A | kat_2_turvallisuutta_vahentava
HF-00598,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,26,MA2 (MA16) muuntamo,TK1 ATK kaappi peruseristeiset johdot maallikon kosketeltavissa [SFS 6000 Liite 41A].,TK1 ATK kaappi peruseristeiset johdot maallikon kosketeltavissa .,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Finavia OYj | MA2 (MA16) muuntamo | TK1 ATK kaappi peruseristeiset johdot maallikon kosketeltavissa . | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00599,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,27,MA2 (MA16) muuntamo,Muuntamon ulko-ovesta puuttuu hengenvaarakyltti [SFS 6001.8.9].,Muuntamon ulko-ovesta puuttuu hengenvaarakyltti .,,SFS 6001.8.9,standard_clause,SFS 6001 kohta 8.9,SFS 6001,8.9,,,määräaikainen | Finavia OYj | MA2 (MA16) muuntamo | Muuntamon ulko-ovesta puuttuu hengenvaarakyltti . | SFS 6001 kohta 8.9 | kat_2_turvallisuutta_vahentava
HF-00600,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,28,MA2 (MA16) muuntamo,IP44 ulkopistorasian läpät rikki (puuttuu kokonaan).,IP44 ulkopistorasian läpät rikki (puuttuu kokonaan).,,,,,,,,,määräaikainen | Finavia OYj | MA2 (MA16) muuntamo | IP44 ulkopistorasian läpät rikki (puuttuu kokonaan). |  | kat_2_turvallisuutta_vahentava
